# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Thu Apr 10 16:34:26 2025
# Radiative transfer took 0.916 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total CO2 N2 CO O2 SO2 H2O O3  Rayleigh CIA
8.568497494e-01 1.85386e-01 9.98341e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.95832e-01 9.99999e-01 1.86469e-01 9.99991e-01
8.611339981e-01 1.92245e-01 9.99969e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.97365e-01 9.99999e-01 1.92759e-01 9.99998e-01
8.654396681e-01 1.97781e-01 9.94714e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.98495e-01 9.99999e-01 1.99130e-01 9.99999e-01
8.697668665e-01 6.22338e-02 3.03032e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.98661e-01 9.99999e-01 2.05580e-01 9.99998e-01
8.741157008e-01 5.51885e-02 2.60590e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.98177e-01 9.99999e-01 2.12105e-01 9.99997e-01
8.784862793e-01 1.00096e-01 4.58793e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.97228e-01 9.99999e-01 2.18702e-01 9.99994e-01
8.828787107e-01 1.80572e-01 8.03842e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.96538e-01 9.99999e-01 2.25368e-01 9.99985e-01
8.872931042e-01 2.27986e-01 9.88902e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.93282e-01 9.99999e-01 2.32100e-01 9.99960e-01
8.917295698e-01 2.21275e-01 9.83507e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.39848e-01 9.99999e-01 2.38893e-01 9.99829e-01
8.961882176e-01 1.91521e-01 9.84610e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 7.91720e-01 9.99999e-01 2.45746e-01 9.98933e-01
