Wavelength_um,Total_T,Planet
0.5049231889,0.8389178,Kelt-9_b
0.5051756505,0.83927157,Kelt-9_b
0.5054282383,0.83961576,Kelt-9_b
0.5056809524,0.8399476,Kelt-9_b
0.5059337929,0.84026613,Kelt-9_b
0.5061867598,0.84057195,Kelt-9_b
0.5064398532,0.84086682,Kelt-9_b
0.5066930731,0.84115324,Kelt-9_b
0.5069464197,0.84143396,Kelt-9_b
0.5071998929,0.84171158,Kelt-9_b
0.5074534928,0.84198818,Kelt-9_b
0.5077072196,0.84226516,Kelt-9_b
0.5079610732,0.84254319,Kelt-9_b
0.5082150537,0.84282233,Kelt-9_b
0.5084691612,0.84310229,Kelt-9_b
0.5087233958,0.84338263,Kelt-9_b
0.5089777575,0.843663,Kelt-9_b
0.5092322464,0.8439432,Kelt-9_b
0.5094868625,0.84422319,Kelt-9_b
0.5097416059,0.84450303,Kelt-9_b
0.5099964767,0.84478279,Kelt-9_b
0.510251475,0.84506246,Kelt-9_b
0.5105066007,0.84534198,Kelt-9_b
0.510761854,0.84562124,Kelt-9_b
0.5110172349,0.84590022,Kelt-9_b
0.5112727436,0.8461791,Kelt-9_b
0.5115283799,0.84645826,Kelt-9_b
0.5117841441,0.84673832,Kelt-9_b
0.5120400362,0.84702,Kelt-9_b
0.5122960562,0.84730404,Kelt-9_b
0.5125522042,0.84759098,Kelt-9_b
0.5128084803,0.84788112,Kelt-9_b
0.5130648846,0.84817443,Kelt-9_b
0.513321417,0.84847059,Kelt-9_b
0.5135780777,0.84876904,Kelt-9_b
0.5138348668,0.84906905,Kelt-9_b
0.5140917842,0.84936982,Kelt-9_b
0.5143488301,0.84967061,Kelt-9_b
0.5146060045,0.84997083,Kelt-9_b
0.5148633075,0.8502701,Kelt-9_b
0.5151207392,0.8505683,Kelt-9_b
0.5153782995,0.85086552,Kelt-9_b
0.5156359887,0.85116195,Kelt-9_b
0.5158938067,0.85145774,Kelt-9_b
0.5161517536,0.85175296,Kelt-9_b
0.5164098295,0.85204753,Kelt-9_b
0.5166680344,0.85234129,Kelt-9_b
0.5169263684,0.85263403,Kelt-9_b
0.5171848316,0.85292563,Kelt-9_b
0.517443424,0.85321607,Kelt-9_b
0.5177021457,0.85350542,Kelt-9_b
0.5179609968,0.85379381,Kelt-9_b
0.5182199773,0.85408134,Kelt-9_b
0.5184790873,0.85436803,Kelt-9_b
0.5187383268,0.85465381,Kelt-9_b
0.518997696,0.85493851,Kelt-9_b
0.5192571948,0.85522193,Kelt-9_b
0.5195168234,0.85550389,Kelt-9_b
0.5197765818,0.85578426,Kelt-9_b
0.5200364701,0.856063,Kelt-9_b
0.5202964884,0.85634014,Kelt-9_b
0.5205566366,0.85661576,Kelt-9_b
0.5208169149,0.85688997,Kelt-9_b
0.5210773234,0.85716286,Kelt-9_b
0.521337862,0.8574345,Kelt-9_b
0.521598531,0.85770494,Kelt-9_b
0.5218593302,0.85797424,Kelt-9_b
0.5221202599,0.85824248,Kelt-9_b
0.52238132,0.85850983,Kelt-9_b
0.5226425107,0.8587765,Kelt-9_b
0.522903832,0.85904278,Kelt-9_b
0.5231652839,0.85930894,Kelt-9_b
0.5234268665,0.85957519,Kelt-9_b
0.5236885799,0.85984165,Kelt-9_b
0.5239504242,0.86010827,Kelt-9_b
0.5242123994,0.8603749,Kelt-9_b
0.5244745056,0.86064128,Kelt-9_b
0.5247367429,0.86090715,Kelt-9_b
0.5249991113,0.86117221,Kelt-9_b
0.5252616108,0.86143624,Kelt-9_b
0.5255242416,0.86169905,Kelt-9_b
0.5257870037,0.86196054,Kelt-9_b
0.5260498973,0.86222067,Kelt-9_b
0.5263129222,0.86247949,Kelt-9_b
0.5265760787,0.86273712,Kelt-9_b
0.5268393667,0.86299373,Kelt-9_b
0.5271027864,0.8632495,Kelt-9_b
0.5273663378,0.86350456,Kelt-9_b
0.5276300209,0.86375895,Kelt-9_b
0.527893836,0.86401263,Kelt-9_b
0.5281577829,0.86426543,Kelt-9_b
0.5284218618,0.86451719,Kelt-9_b
0.5286860727,0.86476774,Kelt-9_b
0.5289504157,0.86501702,Kelt-9_b
0.5292148909,0.86526507,Kelt-9_b
0.5294794984,0.8655121,Kelt-9_b
0.5297442381,0.86575837,Kelt-9_b
0.5300091103,0.86600418,Kelt-9_b
0.5302741148,0.86624982,Kelt-9_b
0.5305392519,0.86649545,Kelt-9_b
0.5308045215,0.86674117,Kelt-9_b
0.5310699238,0.86698699,Kelt-9_b
0.5313354587,0.86723287,Kelt-9_b
0.5316011264,0.86747881,Kelt-9_b
0.531866927,0.86772479,Kelt-9_b
0.5321328605,0.86797082,Kelt-9_b
0.5323989269,0.86821689,Kelt-9_b
0.5326651264,0.8684629,Kelt-9_b
0.5329314589,0.86870871,Kelt-9_b
0.5331979247,0.86895404,Kelt-9_b
0.5334645236,0.86919858,Kelt-9_b
0.5337312559,0.869442,Kelt-9_b
0.5339981215,0.86968395,Kelt-9_b
0.5342651206,0.86992412,Kelt-9_b
0.5345322531,0.87016223,Kelt-9_b
